"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen1Km_2";"Binnen3Km_3";"Binnen5Km_4";"AfstandTotHuisartsenpost_5";"AfstandTotApotheek_6";"AfstandTotZiekenhuis_7";"Binnen5Km_8";"Binnen10Km_9";"Binnen20Km_10";"AfstandTotZiekenhuis_11";"Binnen5Km_12";"Binnen10Km_13";"Binnen20Km_14";"AfstandTotConsultatiebureau_15";"AfstandTotFysiotherapeut_16";"Binnen1Km_17";"Binnen3Km_18";"Binnen5Km_19";"AfstandTotGroteSupermarkt_20";"Binnen1Km_21";"Binnen3Km_22";"Binnen5Km_23";"AfstandTotOvDagelLevensmiddelen_24";"Binnen1Km_25";"Binnen3Km_26";"Binnen5Km_27";"AfstandTotWarenhuis_28";"Binnen5Km_29";"Binnen10Km_30";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen1Km_33";"Binnen3Km_34";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen1Km_37";"Binnen3Km_38";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen1Km_41";"Binnen3Km_42";"Binnen5Km_43";"AfstandTotHotelED_44";"Binnen5Km_45";"Binnen10Km_46";"Binnen20Km_47";"AfstandTotKinderdagverblijf_48";"Binnen1Km_49";"Binnen3Km_50";"Binnen5Km_51";"AfstandTotBuitenschoolseOpvang_52";"Binnen1Km_53";"Binnen3Km_54";"Binnen5Km_55";"AfstandTotSchool_56";"Binnen1Km_57";"Binnen3Km_58";"Binnen5Km_59";"AfstandTotSchool_60";"Binnen3Km_61";"Binnen5Km_62";"Binnen10Km_63";"AfstandTotSchool_64";"Binnen3Km_65";"Binnen5Km_66";"Binnen10Km_67";"AfstandTotSchool_68";"Binnen3Km_69";"Binnen5Km_70";"Binnen10Km_71";"Binnen10Km_72";"Binnen20Km_73";"Binnen50Km_74";"Binnen10Km_75";"Binnen20Km_76";"Binnen50Km_77";"Binnen10Km_78";"Binnen20Km_79";"Binnen50Km_80";"Binnen10Km_81";"Binnen20Km_82";"Binnen50Km_83";"Binnen10Km_84";"Binnen20Km_85";"Binnen50Km_86";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotParkOfPlantsoen_88";"AfstandTotDagrecreatiefTerrein_89";"AfstandTotBos_90";"AfstandTotOpenNatTerreinTotaal_91";"AfstandTotOpenDroogNatTerrein_92";"AfstandTotOpenNatNatuurlijkTerrein_93";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotVolkstuin_96";"AfstandTotVerblijfsrecreatiefTerrein_97";"AfstandTotBegraafplaats_98";"AfstandTotRecreatiefBinnenwater_99";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102";"AfstandTotBibliotheek_103";"AfstandTotZwembad_104";"AfstandTotKunstijsbaan_105";"AfstandTotMuseum_106";"Binnen5Km_107";"Binnen10Km_108";"Binnen20Km_109";"AfstandTotPodiumkunstenTotaal_110";"Binnen5Km_111";"Binnen10Km_112";"Binnen20Km_113";"AfstandTotPoppodium_114";"AfstandTotBioscoop_115";"Binnen5Km_116";"Binnen10Km_117";"Binnen20Km_118";"AfstandTotSauna_119";"AfstandTotZonnebank_120";"AfstandTotAttractie_121";"Binnen10Km_122";"Binnen20Km_123";"Binnen50Km_124";"AfstandTotBrandweerkazerne_125"
"4479";"GM0416";"2021JJ00";"     1.0";"     1.1";"     4.8";"    10.3";"     7.3";"     1.0";"     4.1";"     0.8";"     2.4";"     6.0";"    10.0";"     0.0";"     0.5";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.1";"     5.1";"    14.4";"     0.7";"     4.4";"    18.2";"    44.4";"     2.5";"     1.9";"     4.8";"    11.7";"     0.8";"     1.4";"     5.3";"    12.3";"     0.9";"     1.2";"     6.8";"    27.7";"     0.7";"     2.4";"    10.8";"    36.7";"     2.3";"     3.8";"    13.6";"    60.8";"     0.7";"     2.1";"    10.1";"    29.1";"     0.7";"     1.9";"     9.3";"    25.0";"     0.8";"     1.4";"     6.1";"    16.4";"     2.4";"     1.1";"     5.0";"    16.8";"     2.4";"     1.1";"     4.8";"    14.7";"     5.0";"     0.1";"     1.0";"     5.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     4.0";"     9.2";"     2.4";"     2.4";"    10.5";"     2.5";"     1.3";"     5.0";"    13.7";"     4.3";"     1.2";"     3.4";"     6.0";"     8.5";"     5.0";"     0.7";"     2.5";"     5.7";"     3.0";"     3.6";"     3.6";"     7.5";"    13.8";"    37.1";"     1.7"
"4495";"GM1621";"2021JJ00";"     0.9";"     1.6";"     7.2";"    13.1";"     7.6";"     1.1";"     3.1";"     0.8";"     4.2";"    26.0";"     7.6";"     0.0";"     1.4";"    12.5";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.0";"     5.5";"    10.8";"     1.1";"     3.5";"    19.8";"    37.7";"     2.9";"     1.3";"    11.3";"    48.5";"     2.6";"     0.2";"     1.2";"     2.7";"     0.9";"     1.9";"    10.5";"    22.4";"     1.0";"     2.5";"    17.3";"    32.3";"     6.5";"     0.1";"    30.5";"   144.0";"     0.7";"     2.1";"    13.6";"    28.6";"     0.6";"     2.4";"    14.6";"    32.2";"     0.8";"     2.0";"     9.6";"    20.9";"     1.8";"     2.7";"     5.3";"    34.7";"     2.0";"     1.3";"     3.2";"    25.5";"     2.2";"     1.6";"     2.8";"    16.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     6.5";"    10.1";"     1.4";"     2.7";"     8.5";"     7.3";"     0.0";"     5.9";"    44.0";"     8.2";"     0.0";"     6.2";"    43.0";"     8.9";"     8.4";"     0.0";"     3.3";"    16.1";"     5.2";"     1.7";"     5.1";"     6.9";"    27.1";"    63.5";"     1.9"
"4511";"GM0417";"2021JJ00";"     1.0";"     1.9";"     6.0";"    14.2";"     2.5";"     0.9";"     2.4";"     1.1";"     3.0";"     8.1";"     2.4";"     1.1";"     2.0";"     3.1";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.2";"     4.4";"    15.0";"     0.5";"     8.1";"    27.3";"    68.9";"     1.1";"     2.3";"     8.2";"    20.2";"     0.9";"     1.0";"     2.4";"    12.8";"     0.7";"     1.5";"     6.1";"    31.0";"     0.5";"    10.9";"    31.2";"    65.4";"     2.4";"     2.8";"    14.6";"    45.9";"     0.5";"     2.9";"    11.7";"    31.6";"     0.5";"     2.7";"    10.6";"    25.6";"     0.7";"     1.6";"     8.3";"    19.9";"     0.9";"     3.2";"     6.8";"    28.8";"     1.1";"     1.2";"     4.5";"    18.1";"     2.0";"     1.0";"     1.6";"    16.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     5.1";"     5.5";"     1.0";"     1.2";"    21.2";"     1.2";"     2.5";"     8.0";"    19.7";"     1.3";"     1.9";"     6.0";"    13.6";"     5.0";"     4.9";"     0.6";"     4.0";"     6.1";"     6.1";"     1.0";"     6.2";"     2.1";"     7.1";"    57.7";"     1.2"
"4527";"GM0022";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4543";"GM0545";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4559";"GM0080";"2021JJ00";"     1.4";"     1.4";"     9.1";"    15.1";"     4.8";"     1.4";"     4.8";"     0.7";"     0.9";"     1.2";"     4.8";"     0.7";"     0.9";"     1.2";"       .";"       .";"       .";"       .";"       .";"     0.9";"     2.2";"    13.7";"    22.9";"     0.8";"     7.3";"    44.4";"    67.9";"     2.3";"     2.2";"     3.4";"     7.3";"     2.0";"     4.9";"    31.8";"    45.1";"     0.9";"     5.6";"    36.8";"    56.5";"     1.0";"    11.3";"    72.1";"   106.2";"     2.2";"     8.1";"    12.8";"    28.0";"     0.6";"     2.6";"    17.1";"    33.1";"     0.7";"     2.4";"    15.4";"    29.8";"     0.8";"     1.6";"     9.8";"    18.5";"     2.2";"     6.2";"    11.3";"    14.5";"     2.4";"     3.8";"     7.0";"     9.0";"     3.1";"     3.2";"     5.5";"     7.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.4";"     3.2";"     4.4";"     2.8";"     3.7";"     5.5";"     3.2";"     4.5";"     5.5";"    11.8";"     4.3";"     1.5";"     1.8";"     2.8";"     4.3";"     4.2";"     1.5";"     1.8";"     2.2";"    12.3";"     3.7";"     3.8";"     3.4";"     6.2";"    15.6";"     2.2"
"4575";"GM0081";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4591";"GM0546";"2021JJ00";"     0.6";"     2.8";"    19.8";"    39.1";"     2.9";"     0.7";"     2.8";"     2.5";"     4.8";"    16.8";"     2.8";"     2.5";"     3.0";"     8.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     2.7";"    17.9";"    35.3";"     0.5";"    15.8";"   100.3";"   175.8";"     1.4";"     5.4";"    10.4";"    37.5";"     0.8";"     9.8";"    59.0";"    83.7";"     0.5";"    12.1";"    78.3";"   128.8";"     0.5";"    25.1";"   159.4";"   245.4";"     1.2";"    20.2";"    28.9";"   156.6";"     0.4";"     4.1";"    35.3";"    77.1";"     0.5";"     3.5";"    30.7";"    70.9";"     0.7";"     2.0";"    16.9";"    40.3";"     1.1";"     8.3";"    17.1";"    27.4";"     1.2";"     6.0";"    12.6";"    21.3";"     1.2";"     5.5";"    10.3";"    14.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.1";"     1.7";"     2.3";"     1.4";"     1.7";"     2.6";"     1.5";"    10.7";"    15.4";"    49.3";"     2.0";"     3.0";"     4.1";"    30.3";"     2.2";"     2.0";"     3.4";"     4.8";"    12.8";"     1.9";"     1.5";"     3.5";"     3.6";"    20.5";"    74.5";"     1.8"
"4607";"GM0547";"2021JJ00";"     1.0";"     0.8";"     7.9";"    25.8";"     2.0";"     1.0";"     1.9";"     2.2";"     3.0";"    15.6";"     1.9";"     2.2";"     3.0";"     6.9";"       .";"       .";"       .";"       .";"       .";"     0.7";"     1.4";"    10.6";"    26.8";"     0.8";"     5.6";"    37.2";"   131.6";"     1.4";"     4.2";"     9.0";"    30.4";"     1.7";"     0.2";"    11.7";"    77.7";"     0.7";"     2.8";"    24.8";"   107.4";"     0.6";"     3.5";"    36.1";"   210.9";"     2.2";"    14.9";"    24.8";"   100.6";"     0.5";"     2.2";"    19.7";"    53.6";"     0.5";"     2.1";"    21.4";"    53.3";"     0.6";"     2.0";"    12.7";"    28.1";"     1.5";"     2.9";"    12.2";"    22.5";"     1.5";"     2.3";"     8.7";"    17.5";"     2.1";"     1.9";"     7.2";"    11.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.0";"     4.0";"     4.3";"     1.5";"     1.6";"     5.1";"     1.4";"     9.2";"    13.1";"    37.0";"     3.8";"     2.9";"     3.1";"    17.8";"     3.8";"     3.9";"     2.8";"     4.0";"     8.9";"     4.4";"     1.3";"     1.8";"     2.3";"    15.7";"    78.0";"     1.6"
"4623";"GM1916";"2021JJ00";"     0.7";"     1.9";"    13.6";"    34.8";"     2.5";"     0.9";"     1.5";"     3.2";"     8.2";"    19.2";"     1.9";"     2.2";"     4.7";"    10.7";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.6";"    16.9";"    47.3";"     0.5";"     9.2";"    83.7";"   249.4";"     1.4";"     5.3";"    19.1";"    43.4";"     1.2";"     1.0";"    17.4";"    91.4";"     0.6";"     5.2";"    57.5";"   196.7";"     0.5";"    10.1";"    96.2";"   318.9";"     1.4";"    20.1";"    83.0";"   149.7";"     0.5";"     4.4";"    37.9";"   100.8";"     0.6";"     3.0";"    26.9";"    69.7";"     0.6";"     1.9";"    15.8";"    43.2";"     1.1";"     6.6";"    17.2";"    53.1";"     1.1";"     5.5";"    14.6";"    41.4";"     1.2";"     3.4";"     9.0";"    29.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     2.1";"     4.9";"     1.3";"     1.5";"    10.6";"     2.5";"     8.5";"    28.1";"    49.8";"     1.4";"     7.8";"    22.3";"    32.4";"     5.8";"     4.8";"     1.4";"     7.2";"    13.5";"     6.3";"     1.4";"     1.8";"    11.4";"    19.9";"    65.2";"     2.2"
"4639";"GM0995";"2021JJ00";"     1.2";"     0.9";"     6.7";"    13.8";"     2.7";"     1.4";"     2.7";"     0.9";"     1.0";"     1.7";"     2.7";"     0.9";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.1";"     1.0";"     9.8";"    17.7";"     1.0";"     2.0";"    20.6";"    37.1";"     2.6";"     1.8";"     2.0";"     2.8";"     2.1";"     0.3";"     4.1";"     7.0";"     1.1";"     1.9";"    20.5";"    36.5";"     1.1";"     2.8";"    30.4";"    54.2";"     2.5";"     1.3";"     2.7";"     4.1";"     0.8";"     2.1";"    14.7";"    31.7";"     0.9";"     1.6";"    12.1";"    26.1";"     0.9";"     2.0";"    12.9";"    26.7";"     2.0";"     2.4";"     4.4";"     5.0";"     2.0";"     2.4";"     4.4";"     5.0";"     2.3";"     1.5";"     2.6";"     3.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.9";"     2.7";"     2.7";"     2.4";"     3.8";"    18.9";"     5.0";"     0.5";"     1.7";"     2.0";"     2.6";"     1.8";"     2.0";"     2.8";"     2.7";"    24.7";"     0.0";"     0.0";"     0.0";"    16.6";"     2.6";"     3.9";"     1.0";"     1.9";"    25.8";"     2.3"
"4655";"GM0082";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4671";"GM1640";"2021JJ00";"     1.4";"     0.9";"     1.9";"     4.4";"    10.9";"     1.5";"     7.7";"     0.2";"     1.0";"     6.0";"    10.7";"     0.0";"     0.4";"     2.0";"       .";"       .";"       .";"       .";"       .";"     1.1";"     1.1";"     2.0";"     4.6";"     0.8";"     2.2";"     4.5";"    11.7";"     5.0";"     0.4";"     1.8";"     8.3";"     0.9";"     1.4";"     4.1";"    11.2";"     0.9";"     2.3";"     4.8";"    13.7";"     0.8";"     1.6";"     5.0";"    16.1";"     2.3";"     2.4";"     9.2";"    35.9";"     1.1";"     0.8";"     2.4";"     5.5";"     1.2";"     0.8";"     2.6";"     5.5";"     1.0";"     0.6";"     1.7";"     4.2";"     4.7";"     0.3";"     0.6";"     3.5";"     4.7";"     0.3";"     0.6";"     3.2";"     4.7";"     0.3";"     0.6";"     2.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"    10.3";"    10.6";"     1.8";"     3.9";"    36.0";"     4.2";"     0.9";"     2.7";"    12.5";"     9.6";"     0.1";"     1.3";"     5.5";"    10.6";"     8.9";"     0.1";"     1.1";"     5.2";"     6.5";"     9.1";"     9.6";"     0.7";"     6.2";"    31.5";"     3.1"
"4687";"GM0327";"2021JJ00";"     0.8";"     1.2";"     4.5";"     9.8";"     7.6";"     1.1";"     2.1";"     0.9";"     2.1";"    12.0";"     7.9";"     0.0";"     0.9";"     3.8";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.3";"     5.5";"    13.8";"     0.9";"     3.9";"    17.9";"    49.4";"     2.1";"     1.4";"     5.8";"    21.9";"     2.0";"     0.2";"     0.9";"    12.6";"     0.9";"     1.7";"     8.0";"    38.7";"     0.9";"     3.5";"    15.3";"    56.8";"     2.5";"     2.8";"    15.0";"    45.1";"     0.8";"     1.4";"     7.7";"    23.0";"     0.7";"     2.0";"    12.5";"    24.3";"     0.8";"     1.8";"     8.7";"    16.7";"     4.5";"     0.1";"     3.0";"    21.8";"     4.5";"     0.0";"     2.9";"    18.1";"     4.5";"     0.0";"     1.9";"    14.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.3";"     6.1";"     6.5";"     1.6";"     2.6";"    28.0";"     5.1";"     1.1";"     5.1";"    16.9";"     2.6";"     2.3";"     5.9";"    13.5";"     6.6";"     5.8";"     0.3";"     1.9";"     3.6";"     5.5";"     1.8";"     7.7";"     1.0";"     6.6";"    48.0";"     1.7"
"4703";"GM1673";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4719";"GM0694";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4735";"GM0733";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4751";"GM1705";"2021JJ00";"     0.9";"     1.0";"     3.3";"     6.0";"     8.6";"     1.2";"     6.4";"     0.4";"     2.0";"     7.9";"    10.6";"     0.0";"     0.4";"     3.8";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.3";"     3.8";"     8.4";"     0.9";"     3.4";"    10.7";"    20.6";"     2.7";"     1.0";"     6.5";"    18.5";"     0.9";"     1.2";"     5.0";"     8.8";"     0.7";"     2.6";"     7.9";"    15.3";"     1.0";"     2.5";"     8.7";"    14.9";"     7.3";"     0.1";"    12.6";"    60.4";"     0.7";"     1.6";"     5.7";"    13.2";"     0.7";"     1.7";"     6.4";"    13.2";"     0.8";"     1.3";"     4.1";"     9.9";"     2.3";"     1.3";"     2.7";"    18.8";"     2.3";"     1.0";"     2.4";"    15.0";"     4.2";"     0.3";"     1.1";"    10.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     7.0";"     9.6";"     1.2";"     2.5";"    18.1";"     6.0";"     0.4";"     4.9";"    22.2";"     4.5";"     0.4";"     6.7";"    20.0";"     9.0";"     7.1";"     0.2";"     2.3";"    11.1";"    10.5";"     7.0";"     6.6";"     1.6";"     6.4";"    35.3";"     1.6"
"4767";"GM0553";"2021JJ00";"     0.7";"     1.5";"     4.1";"     9.2";"     8.4";"     0.8";"     3.7";"     1.3";"     3.0";"    11.5";"    12.3";"     0.0";"     0.0";"     5.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     3.0";"     7.9";"    12.4";"     0.7";"     9.3";"    23.4";"    44.1";"     1.3";"     2.1";"     6.5";"    28.2";"     1.1";"     1.6";"     4.1";"     8.0";"     0.7";"     4.4";"    11.6";"    25.9";"     0.7";"    11.5";"    29.3";"    48.8";"     1.3";"     3.5";"    13.6";"   122.1";"     0.6";"     2.0";"     8.4";"    15.8";"     0.7";"     1.8";"     8.5";"    15.2";"     0.6";"     2.2";"     8.0";"    13.1";"     1.7";"     0.9";"     1.5";"     7.5";"     1.7";"     0.9";"     1.5";"     7.5";"     1.7";"     0.9";"     1.1";"     5.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     6.0";"    13.8";"     1.3";"     1.6";"    14.1";"     1.4";"     3.0";"     3.2";"    31.1";"     1.4";"     1.0";"     1.1";"    14.5";"    13.4";"     1.3";"     1.0";"     1.0";"     8.8";"     8.2";"     1.5";"     2.4";"     2.9";"    11.5";"    73.8";"     1.4"
"4783";"GM0808";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4799";"GM0140";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4815";"GM0262";"2021JJ00";"     1.6";"     0.8";"     2.0";"     3.5";"    10.2";"     2.0";"     5.3";"     0.4";"     0.9";"     3.1";"    13.0";"     0.0";"     0.4";"     1.5";"       .";"       .";"       .";"       .";"       .";"     1.3";"     0.9";"     2.4";"     4.8";"     1.2";"     2.9";"     6.8";"    15.4";"     4.2";"     0.7";"     2.4";"    11.5";"     3.7";"     0.5";"     1.2";"     4.3";"     1.6";"     2.4";"     5.3";"    12.6";"     1.2";"     3.8";"    10.0";"    22.2";"     2.5";"     5.1";"    13.7";"    39.0";"     1.0";"     1.4";"     4.2";"     8.1";"     1.2";"     1.2";"     4.0";"     7.5";"     1.1";"     1.1";"     2.9";"     5.3";"     4.6";"     0.4";"     1.2";"     5.0";"     4.6";"     0.4";"     1.1";"     4.1";"     4.9";"     0.4";"     0.8";"     2.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     4.7";"    12.2";"     3.1";"     5.3";"    15.9";"     5.1";"     0.9";"     3.2";"    11.8";"     4.2";"     1.1";"     2.2";"     6.9";"    17.2";"    11.9";"     0.3";"     0.8";"     2.5";"     6.5";"     4.4";"    12.0";"     0.5";"     1.7";"    34.5";"     2.1"
"4831";"GM0329";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
