"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen1Km_2";"Binnen3Km_3";"Binnen5Km_4";"AfstandTotHuisartsenpost_5";"AfstandTotApotheek_6";"AfstandTotZiekenhuis_7";"Binnen5Km_8";"Binnen10Km_9";"Binnen20Km_10";"AfstandTotZiekenhuis_11";"Binnen5Km_12";"Binnen10Km_13";"Binnen20Km_14";"AfstandTotConsultatiebureau_15";"AfstandTotFysiotherapeut_16";"Binnen1Km_17";"Binnen3Km_18";"Binnen5Km_19";"AfstandTotGroteSupermarkt_20";"Binnen1Km_21";"Binnen3Km_22";"Binnen5Km_23";"AfstandTotOvDagelLevensmiddelen_24";"Binnen1Km_25";"Binnen3Km_26";"Binnen5Km_27";"AfstandTotWarenhuis_28";"Binnen5Km_29";"Binnen10Km_30";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen1Km_33";"Binnen3Km_34";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen1Km_37";"Binnen3Km_38";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen1Km_41";"Binnen3Km_42";"Binnen5Km_43";"AfstandTotHotelED_44";"Binnen5Km_45";"Binnen10Km_46";"Binnen20Km_47";"AfstandTotKinderdagverblijf_48";"Binnen1Km_49";"Binnen3Km_50";"Binnen5Km_51";"AfstandTotBuitenschoolseOpvang_52";"Binnen1Km_53";"Binnen3Km_54";"Binnen5Km_55";"AfstandTotSchool_56";"Binnen1Km_57";"Binnen3Km_58";"Binnen5Km_59";"AfstandTotSchool_60";"Binnen3Km_61";"Binnen5Km_62";"Binnen10Km_63";"AfstandTotSchool_64";"Binnen3Km_65";"Binnen5Km_66";"Binnen10Km_67";"AfstandTotSchool_68";"Binnen3Km_69";"Binnen5Km_70";"Binnen10Km_71";"Binnen10Km_72";"Binnen20Km_73";"Binnen50Km_74";"Binnen10Km_75";"Binnen20Km_76";"Binnen50Km_77";"Binnen10Km_78";"Binnen20Km_79";"Binnen50Km_80";"Binnen10Km_81";"Binnen20Km_82";"Binnen50Km_83";"Binnen10Km_84";"Binnen20Km_85";"Binnen50Km_86";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotParkOfPlantsoen_88";"AfstandTotDagrecreatiefTerrein_89";"AfstandTotBos_90";"AfstandTotOpenNatTerreinTotaal_91";"AfstandTotOpenDroogNatTerrein_92";"AfstandTotOpenNatNatuurlijkTerrein_93";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotVolkstuin_96";"AfstandTotVerblijfsrecreatiefTerrein_97";"AfstandTotBegraafplaats_98";"AfstandTotRecreatiefBinnenwater_99";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102";"AfstandTotBibliotheek_103";"AfstandTotZwembad_104";"AfstandTotKunstijsbaan_105";"AfstandTotMuseum_106";"Binnen5Km_107";"Binnen10Km_108";"Binnen20Km_109";"AfstandTotPodiumkunstenTotaal_110";"Binnen5Km_111";"Binnen10Km_112";"Binnen20Km_113";"AfstandTotPoppodium_114";"AfstandTotBioscoop_115";"Binnen5Km_116";"Binnen10Km_117";"Binnen20Km_118";"AfstandTotSauna_119";"AfstandTotZonnebank_120";"AfstandTotAttractie_121";"Binnen10Km_122";"Binnen20Km_123";"Binnen50Km_124";"AfstandTotBrandweerkazerne_125"
"4847";"GM0809";"2021JJ00";"     0.8";"     1.3";"     4.0";"     6.7";"     6.0";"     1.0";"     5.9";"     0.2";"     1.6";"     6.6";"     5.9";"     0.2";"     1.4";"     4.3";"       .";"       .";"       .";"       .";"       .";"     1.1";"     1.7";"     5.8";"     8.9";"     0.6";"     6.3";"    20.7";"    30.2";"     2.5";"     1.0";"     4.4";"    17.3";"     1.1";"     1.4";"     4.1";"     9.6";"     0.6";"     4.5";"    12.9";"    22.5";"     0.7";"     3.3";"    10.9";"    25.4";"     1.0";"     6.3";"    14.3";"    43.6";"     0.6";"     1.7";"     6.6";"    12.4";"     0.6";"     1.9";"     7.7";"    15.7";"     0.5";"     2.0";"     6.5";"    12.2";"     2.6";"     0.8";"     2.1";"    10.8";"     2.6";"     0.8";"     2.0";"     9.3";"     4.8";"     0.1";"     0.6";"     4.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.9";"    11.8";"    12.1";"     1.1";"     6.4";"    14.0";"     8.6";"     0.0";"     1.4";"    10.3";"     2.5";"     1.0";"     3.3";"    11.5";"    12.6";"    12.4";"     0.0";"     0.5";"     3.3";"     5.9";"     2.7";"     2.8";"     2.9";"     9.7";"    39.5";"     1.4"
"4863";"GM0331";"2021JJ00";"     1.6";"     0.9";"     1.3";"     2.1";"    12.6";"     1.6";"     8.1";"     0.0";"     0.9";"     5.2";"    12.6";"     0.0";"     0.3";"     3.4";"       .";"       .";"       .";"       .";"       .";"     2.0";"     0.5";"     0.8";"     1.9";"     1.3";"     2.1";"     4.2";"    11.3";"     6.6";"     0.2";"     2.3";"    12.0";"     1.2";"     0.6";"     1.1";"     3.2";"     1.9";"     1.3";"     2.7";"     7.0";"     2.2";"     0.9";"     2.1";"     6.7";"     6.7";"     0.2";"     2.5";"    27.1";"     1.1";"     1.6";"     2.6";"     5.6";"     1.3";"     1.4";"     2.4";"     5.9";"     1.0";"     1.5";"     2.6";"     5.0";"     6.9";"     0.0";"     0.4";"     4.0";"     6.9";"     0.0";"     0.4";"     4.0";"     7.1";"     0.0";"     0.2";"     2.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"    15.2";"    15.6";"     6.6";"     9.6";"    24.5";"     6.6";"     0.3";"     3.8";"    15.7";"     9.4";"     0.2";"     0.7";"     7.4";"    18.1";"    15.1";"     0.0";"     0.0";"     4.2";"    15.7";"     9.2";"     9.9";"     0.4";"     3.9";"    62.2";"     2.3"
"4879";"GM0024";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4895";"GM0168";"2021JJ00";"     1.2";"     0.8";"     1.7";"     3.0";"    12.1";"     1.2";"     8.4";"     0.0";"     0.9";"     4.0";"    12.1";"     0.0";"     0.1";"     1.8";"       .";"       .";"       .";"       .";"       .";"     1.2";"     1.2";"     2.7";"     4.9";"     1.4";"     4.4";"    10.2";"    15.8";"     2.5";"     0.9";"     3.4";"     9.2";"     1.7";"     1.2";"     3.3";"     7.2";"     0.9";"     2.3";"     5.5";"     9.7";"     0.8";"     2.7";"     7.2";"    12.7";"     1.9";"     2.1";"    10.0";"    29.9";"     1.0";"     1.1";"     3.1";"     5.3";"     0.9";"     1.6";"     5.3";"     8.2";"     0.8";"     2.0";"     5.1";"     8.2";"     2.4";"     0.6";"     1.0";"     6.7";"     2.6";"     0.6";"     0.9";"     4.6";"     8.3";"     0.0";"     0.0";"     2.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     6.3";"    11.5";"     1.9";"     3.0";"    15.7";"     8.3";"     0.2";"     3.0";"     8.8";"     3.1";"     0.8";"     4.0";"    10.1";"    17.7";"    11.3";"     0.0";"     0.8";"     3.9";"     8.3";"     6.5";"    12.4";"     0.0";"     4.9";"    14.4";"     2.1"
"4911";"GM0333";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4927";"GM0933";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4943";"GM0934";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4959";"GM1671";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4975";"GM0263";"2021JJ00";"     1.2";"     0.9";"     2.0";"     3.7";"     7.9";"     2.3";"     8.3";"     0.0";"     2.5";"     7.5";"    14.0";"     0.0";"     0.1";"     1.2";"       .";"       .";"       .";"       .";"       .";"     1.4";"     0.9";"     2.2";"     4.0";"     1.1";"     3.4";"     8.0";"    12.4";"     5.0";"     0.5";"     2.7";"    12.8";"     1.3";"     1.2";"     3.4";"     5.4";"     0.8";"     2.4";"     5.4";"     8.9";"     1.0";"     1.7";"     6.0";"     9.9";"     3.4";"     1.0";"     7.3";"    32.8";"     0.7";"     1.8";"     4.4";"     9.7";"     1.0";"     1.3";"     3.2";"     6.7";"     0.8";"     1.2";"     2.5";"     6.0";"     7.7";"     0.0";"     0.1";"     5.5";"     7.7";"     0.0";"     0.1";"     5.3";"     8.9";"     0.0";"     0.0";"     1.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     7.7";"    12.8";"     2.4";"     4.7";"    13.3";"     4.7";"     0.8";"     4.2";"    14.4";"     8.4";"     0.0";"     1.7";"     7.5";"    12.3";"    12.3";"     0.0";"     0.6";"     3.5";"    12.7";"     8.2";"     5.3";"     1.3";"     3.8";"    51.0";"     2.4"
"4991";"GM1641";"2021JJ00";"     1.1";"     0.9";"     1.8";"     4.4";"    10.8";"     1.2";"     5.1";"     0.6";"     2.5";"     5.1";"    10.7";"     0.0";"     0.4";"     1.7";"       .";"       .";"       .";"       .";"       .";"     1.5";"     0.6";"     1.3";"     4.2";"     0.6";"     2.3";"     5.8";"    16.4";"     3.9";"     0.8";"     2.3";"     6.9";"     0.6";"     2.4";"     6.0";"    16.8";"     0.5";"     2.7";"     6.1";"    16.6";"     0.7";"     2.5";"     5.8";"    16.1";"     1.3";"     2.5";"    12.9";"    35.7";"     0.8";"     1.1";"     2.0";"     6.7";"     0.9";"     1.0";"     1.9";"     6.3";"     0.8";"     0.9";"     1.7";"     5.4";"     5.7";"     0.1";"     0.7";"     3.6";"     5.7";"     0.1";"     0.7";"     3.3";"     5.7";"     0.1";"     0.7";"     2.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"     7.8";"    10.6";"     1.7";"     4.5";"    25.8";"     3.0";"     1.5";"     5.6";"    10.8";"     9.9";"     0.0";"     1.6";"     4.8";"     9.9";"     7.3";"     0.1";"     1.6";"     4.6";"     9.2";"     3.9";"     7.3";"     2.0";"     6.9";"    33.5";"     3.0"
"5007";"GM0556";"2021JJ00";"     1.4";"     0.5";"     3.6";"     5.6";"     8.5";"     0.8";"     2.0";"     1.2";"     3.2";"    18.1";"    10.4";"     0.0";"     0.4";"     8.1";"       .";"       .";"       .";"       .";"       .";"     0.7";"     1.7";"     7.0";"    11.1";"     0.6";"     7.8";"    30.2";"    45.9";"     1.7";"     1.6";"     5.1";"    37.9";"     0.8";"     2.0";"     9.8";"    16.0";"     0.6";"     3.3";"    13.8";"    23.4";"     0.5";"     5.8";"    26.6";"    42.8";"     2.1";"     3.0";"    10.3";"   119.4";"     0.5";"     2.1";"     9.8";"    17.6";"     0.6";"     2.0";"     9.4";"    17.4";"     0.6";"     1.8";"     8.2";"    14.2";"     1.8";"     1.6";"     3.3";"    11.9";"     1.8";"     1.6";"     3.3";"    11.4";"     1.8";"     1.5";"     2.1";"     5.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"    12.7";"    17.1";"     1.7";"     2.8";"    16.1";"     2.0";"     2.0";"     3.2";"    30.8";"     1.7";"     1.0";"     3.0";"    28.7";"     9.2";"     8.4";"     0.0";"     0.9";"    12.7";"     7.9";"     2.2";"     2.9";"     2.5";"    20.6";"    53.8";"     1.5"
"5023";"GM0935";"2021JJ00";"     0.6";"     2.0";"    10.8";"    20.7";"     3.7";"     0.9";"     1.7";"     2.9";"     4.0";"     4.5";"     3.7";"     0.7";"     1.0";"     1.5";"       .";"       .";"       .";"       .";"       .";"     0.6";"     2.2";"    14.2";"    27.3";"     0.6";"    10.7";"    67.8";"   124.7";"     1.6";"     4.4";"     6.2";"    11.2";"     0.6";"     8.0";"    50.0";"    92.5";"     0.5";"     9.3";"    58.1";"   106.5";"     0.6";"    20.5";"   131.7";"   242.1";"     1.4";"    46.5";"    75.1";"   166.8";"     0.5";"     2.5";"    17.3";"    33.7";"     0.9";"     1.7";"    10.9";"    20.9";"     0.6";"     1.5";"    10.4";"    20.3";"     1.6";"     3.3";"     5.9";"     9.2";"     1.6";"     3.3";"     5.9";"     9.2";"     1.7";"     2.0";"     3.7";"     5.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.3";"     2.5";"     2.9";"     1.8";"     3.8";"    18.4";"     2.2";"     3.7";"     4.9";"    11.6";"     2.2";"     3.2";"     4.3";"     5.3";"     3.0";"     3.0";"     1.9";"     2.0";"     2.5";"     7.5";"     1.7";"     6.5";"     2.4";"     5.2";"    18.3";"     2.4"
"5039";"GM0936";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5055";"GM1663";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5071";"GM0025";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5087";"GM0420";"2021JJ00";"     1.3";"     0.7";"     1.4";"     2.8";"    13.3";"     2.8";"    11.6";"     0.0";"     0.4";"     2.1";"    13.5";"     0.0";"     0.3";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.1";"     1.2";"     2.6";"     4.7";"     1.5";"     1.9";"     4.2";"     8.9";"     4.1";"     0.6";"     2.7";"     8.1";"     2.3";"     0.7";"     1.7";"     3.2";"     1.2";"     1.3";"     3.3";"     6.6";"     0.8";"     2.6";"     7.5";"    15.3";"     4.4";"     0.8";"     3.6";"    17.1";"     0.8";"     1.5";"     3.8";"     8.8";"     1.2";"     0.9";"     2.2";"     5.1";"     0.7";"     1.3";"     3.1";"     6.4";"     5.2";"     0.2";"     0.4";"     4.2";"     5.2";"     0.2";"     0.4";"     4.2";"     9.1";"     0.0";"     0.1";"     1.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.4";"     8.7";"    11.8";"     3.6";"     4.7";"    12.2";"     4.5";"     1.3";"     3.5";"    10.2";"     5.7";"     0.4";"     1.5";"     4.2";"    13.7";"    10.4";"     0.1";"     0.6";"     3.6";"     6.5";"     9.3";"     5.0";"     1.5";"     5.2";"    28.5";"     1.7"
"5103";"GM0993";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5119";"GM0938";"2021JJ00";"     0.8";"     0.9";"     2.7";"     7.0";"     8.8";"     1.7";"     6.4";"     0.2";"     3.1";"     6.2";"     8.7";"     0.0";"     0.8";"     2.7";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.3";"     3.6";"     8.0";"     1.1";"     3.1";"     9.1";"    22.1";"     2.3";"     1.0";"     7.5";"    17.5";"     0.5";"     2.4";"     8.4";"    22.5";"     0.5";"     3.3";"    10.4";"    24.3";"     0.6";"     3.9";"    15.0";"    33.9";"     2.2";"     8.2";"   100.2";"   169.6";"     0.7";"     1.5";"     4.6";"    11.3";"     0.9";"     0.9";"     2.6";"     7.1";"     0.9";"     0.9";"     2.9";"     7.2";"     2.8";"     0.6";"     1.4";"     9.7";"     2.8";"     0.6";"     1.4";"     9.6";"     2.8";"     0.6";"     1.2";"     6.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"     1.7";"     7.8";"     2.1";"     5.4";"    10.9";"     5.7";"     0.4";"     8.1";"    15.7";"     7.1";"     0.1";"     3.7";"     8.8";"     7.6";"     7.8";"     0.0";"     1.6";"     7.0";"     2.2";"     6.2";"     7.5";"     1.8";"     9.7";"    19.0";"     2.4"
"5135";"GM1948";"2021JJ00";"     1.3";"     1.0";"     3.7";"     5.0";"    12.0";"     1.6";"     9.7";"     0.0";"     1.0";"     7.5";"    12.0";"     0.0";"     0.4";"     2.6";"       .";"       .";"       .";"       .";"       .";"     1.2";"     1.4";"     5.0";"     7.2";"     1.0";"     4.2";"    15.5";"    22.4";"     2.2";"     1.0";"     4.0";"    18.6";"     1.0";"     1.9";"     6.6";"    11.2";"     0.8";"     3.6";"    13.5";"    20.3";"     1.0";"     4.5";"    17.0";"    24.0";"     4.3";"     0.6";"     6.2";"    40.5";"     0.7";"     2.1";"     8.6";"    14.5";"     0.8";"     1.4";"     5.9";"    10.2";"     0.8";"     1.4";"     5.3";"     9.0";"     3.5";"     1.4";"     1.7";"     5.8";"     3.6";"     0.8";"     1.0";"     3.0";"     3.9";"     0.5";"     0.7";"     3.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"    13.7";"    17.1";"     1.8";"     2.5";"    18.5";"     4.1";"     0.6";"     3.5";"    17.4";"     3.5";"     0.7";"     3.0";"    12.4";"    11.4";"     3.7";"     0.7";"     2.0";"     6.9";"    11.5";"     5.2";"     6.4";"     1.6";"     9.2";"    46.1";"     1.9"
"5151";"GM0941";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5167";"GM0083";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5183";"GM1908";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5199";"GM1987";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5215";"GM0119";"2021JJ00";"     1.1";"     0.8";"     2.9";"     4.4";"     3.7";"     1.0";"     3.7";"     0.8";"     1.2";"     3.0";"     3.8";"     0.8";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.6";"     5.1";"     7.3";"     0.9";"     6.1";"    18.8";"    24.9";"     2.5";"     0.9";"     2.0";"     4.9";"     2.2";"     3.4";"    10.9";"    14.1";"     0.9";"     4.1";"    14.2";"    18.8";"     1.7";"     6.2";"    20.3";"    27.3";"     2.5";"     2.0";"     5.6";"    26.8";"     0.8";"     2.9";"    10.0";"    14.7";"     0.8";"     3.0";"    11.4";"    16.9";"     1.1";"     1.8";"     6.6";"     9.9";"     2.0";"     4.3";"     6.8";"     9.4";"     2.0";"     4.3";"     6.8";"     9.4";"     2.1";"     1.7";"     2.6";"     3.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"     2.9";"     3.0";"     1.9";"     2.8";"    35.6";"     2.6";"     0.9";"     2.3";"    10.2";"     2.6";"     0.9";"     1.1";"     2.0";"    23.3";"     2.6";"     0.9";"     1.0";"     1.0";"    21.0";"    14.6";"     3.3";"     1.9";"     6.9";"    36.7";"     2.7"
"5231";"GM0687";"2021JJ00";"     0.9";"     1.2";"     5.8";"     8.8";"     8.4";"     1.4";"     1.9";"     1.8";"     2.9";"     3.1";"     8.4";"     0.0";"     0.9";"     1.1";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.5";"     8.2";"    12.6";"     0.7";"     6.5";"    34.6";"    45.5";"     2.2";"     0.9";"     1.9";"     2.1";"     1.3";"     3.1";"    16.8";"    20.1";"     0.7";"     6.5";"    35.0";"    44.1";"     0.9";"     7.3";"    40.3";"    49.8";"     1.5";"    10.8";"    36.6";"    83.9";"     0.6";"     2.4";"    13.6";"    24.1";"     0.7";"     1.8";"    11.0";"    21.9";"     0.7";"     1.6";"     8.7";"    15.8";"     1.5";"     4.2";"     7.2";"     9.9";"     1.6";"     2.8";"     4.7";"     7.0";"     2.7";"     1.3";"     1.9";"     3.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.2";"     1.7";"     2.2";"     2.3";"     4.6";"    95.8";"     2.5";"     0.9";"     2.8";"     7.0";"     2.2";"     2.6";"     4.7";"     5.3";"     2.3";"     8.2";"     0.0";"     0.9";"     1.1";"     2.3";"     2.9";"     3.6";"     5.1";"     7.2";"    11.9";"     1.1"
"5247";"GM0559";"2021JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
